name	type	units	sampling_frequency
Fp1	EEG	microvolts	499.991793579867
Fp2	EOG	microvolts	499.991793579867
F7	EEG	microvolts	499.991793579867
F3	EEG	microvolts	499.991793579867
Fz	EEG	microvolts	499.991793579867
F4	EEG	microvolts	499.991793579867
F8	EEG	microvolts	499.991793579867
FC5	EEG	microvolts	499.991793579867
FC1	EEG	microvolts	499.991793579867
FC2	EEG	microvolts	499.991793579867
FC6	EEG	microvolts	499.991793579867
T7	EEG	microvolts	499.991793579867
C3	EEG	microvolts	499.991793579867
Cz	EEG	microvolts	499.991793579867
C4	EEG	microvolts	499.991793579867
T8	EEG	microvolts	499.991793579867
TP9	EEG	microvolts	499.991793579867
CP5	EEG	microvolts	499.991793579867
CP1	EEG	microvolts	499.991793579867
CP2	EEG	microvolts	499.991793579867
CP6	EEG	microvolts	499.991793579867
TP10	EEG	microvolts	499.991793579867
P7	EEG	microvolts	499.991793579867
P3	EEG	microvolts	499.991793579867
Pz	EEG	microvolts	499.991793579867
P4	EEG	microvolts	499.991793579867
P8	EEG	microvolts	499.991793579867
PO9	EEG	microvolts	499.991793579867
O1	EEG	microvolts	499.991793579867
Oz	EEG	microvolts	499.991793579867
O2	EEG	microvolts	499.991793579867
PO10	EEG	microvolts	499.991793579867
AF7	EEG	microvolts	499.991793579867
AF3	EEG	microvolts	499.991793579867
AF4	EEG	microvolts	499.991793579867
AF8	EEG	microvolts	499.991793579867
F5	EEG	microvolts	499.991793579867
F1	EEG	microvolts	499.991793579867
F2	EEG	microvolts	499.991793579867
F6	EEG	microvolts	499.991793579867
FT9	EEG	microvolts	499.991793579867
FT7	EEG	microvolts	499.991793579867
FC3	EEG	microvolts	499.991793579867
FC4	EEG	microvolts	499.991793579867
FT8	EEG	microvolts	499.991793579867
FT10	EEG	microvolts	499.991793579867
C5	EEG	microvolts	499.991793579867
C1	EEG	microvolts	499.991793579867
C2	EEG	microvolts	499.991793579867
C6	EEG	microvolts	499.991793579867
TP7	EEG	microvolts	499.991793579867
CP3	EEG	microvolts	499.991793579867
CPz	EEG	microvolts	499.991793579867
CP4	EEG	microvolts	499.991793579867
TP8	EEG	microvolts	499.991793579867
P5	EEG	microvolts	499.991793579867
P1	EEG	microvolts	499.991793579867
P2	EEG	microvolts	499.991793579867
P6	EEG	microvolts	499.991793579867
PO7	EEG	microvolts	499.991793579867
PO3	EEG	microvolts	499.991793579867
POz	EEG	microvolts	499.991793579867
PO4	EEG	microvolts	499.991793579867
PO8	EEG	microvolts	499.991793579867
